,Review,Rating,sentiment
823, I managed to join Punits mum and dad for breakfast and they gave me a beautiful gift to send me on my way.,1,1.0
824, They live in a beautiful home at the end of a quiet track which sits just beside the river (which apparently has crocs so Im staying away!,1,1.0
825,"As we all got up early to go to the beach and paddle,",0,0.0
826, We looked at the beach huts and watched the jet ski's.,1,1.0
827, as well as having a beautiful guest house.,1,1.0
828, I have never seen so much beautiful wood in one home!,1,1.0
829, the only police I have seen are traffic coordinators.,0,0.0
830, a beautiful bracelet and some local cashew nuts.,1,1.0
831, It really is a beautiful city.,1,1.0
832, (Mitra and Mr Shetty made a lot of noise during the game!,0,0.0
833, Instead we landed at a Rotary Club meeting about 15km from Udupi in Brahmavar where we received yet more beautiful flowers and were asked to talk about ourselves.,1,1.0
834, Very peaceful and serene.,1,1.0
835, We then head to Udupi beach where families have gathered to watch the sunset.,1,1.0
836, Most beaches are either crowded with tourists or deserted.,0,0.0
837, She has been an excellent host and I have loved sharing her beautiful home.,1,1.0
838, a beautiful hill overlooking the city of Udupi.,1,1.0
839," beautiful headdress,",1,1.0
840,I am happy and glad to have caught on them in time to enable me to add in to my album of Beautiful India.,1,1.0
841, Everything is very loud and the main noise is car horns tooting and the whistles of road police and parking attendants.,0,0.0
842, Mithras house is beautiful and sits back from a main road through secure gates.,1,1.0
843, That moment was by far the calmest most peaceful moment of my life.,1,1.0
844," it was such a beautiful moment,",1,1.0
845,and it is just a bonus I get to do that while looking at some of the most beautiful buildings/sites in the world.,1,1.0
846," After such a peaceful morning,",1,1.0
847, I think the guy had his horn and gas peddle pressed all the way down for 1 hour of the 1.,0,0.0
848," The beaches are beautiful,",1,1.0
849, and only the occasional honking of horns.,0,0.0
850," food and it is so built up that it was such a beautiful feeling just sitting on the sand with nothing,",1,1.0
851, It has a mix of natural beauty and ancient beautiful temples.,1,1.0
852, Air conditioned balcony rooms with fantastics views are a welcome sights after a 9 hour overnight flight!,1,1.0
853, except for the beautiful Indian jewellery in the duty free!,1,1.0
854,"The view from my room on the top floor is fantastic,",1,1.0
855," bewildered and praying not to be ripped off i threw on my pack and walked into the crowd of taxi men,",0,1.0
856, with a rich eco diversity and ever green trees like teak sandalwood.,1,1.0
857, sometimes near agriculture fields or under some teak tree forest.,1,1.0
858, The noises in that deadly silent area gave us a unique feeling.,0,1.0
859, Views are awesome with many a layers of hill after hill forming waves of ridges somewhere in the distance.,1,1.0
860, It gets steep and tiring but the views and the surroundings makes the walk a pleasure.,1,1.0
861, you are up in the spongy clouds with the majestic beauty of tremendous landscape around!,1,1.0
862, Its windy peak offers unhindered views of impressive mountain ranges and valleys of Coorg and beyond.,1,1.0
863," eventually disappearing into the mist somewhere faraway,",1,1.0
864,"Beholding the tremendous natural beauty of the scapes by all my senses,",1,1.0
865, hurling the crowd aside and crashing blindly through the maze of pillars.,0,0.0
866, noisy diesel engine hauling rickety wooden carriages with barred opening windows.,0,0.0
867," tree-lined thoroughfares;roundabouts and squares with impressive monuments and arches; friendly,",1,1.0
868," a narrow perfumed maze selling mountains of flower heads (for garlands),",1,1.0
869, always declining his offers of cheap prices to the sights (its actually a good hearty walk to Chamundi hill for its panoramic views over the city).,1,1.0
870,are transported back to that fleeting period when Indias beaches hit their tourist zenith: dispersed and discrete enclaves of beach huts that are almost invisible from the lustrous bays and yet serve all possible  backpacker - needs.,1,1.0
871," you can advance further along the wooded coastline to the very rustic Half Moon beach (15 mins) or yet further to Paradise (another 20 mins) where it is still primarily camping and self-reliance; but really,",1,1.0
872, There is (surely) no finer beach scene in India.,1,0.0
873," This region of Karnataka is very agricultural and we passed golden fields of thirsty sunflowers with heavy bowed heads,",1,1.0
874," green fields of squat chenna (not sure if these are soya beans or chickpeas or something more exotic) and great expanses of sugar cane,",1,1.0
875, Indeed South East Asia is still backpacker heaven pricewise (just dont rely on Lonely-sell-out-Planet for any bargains) - even with 16 flight tickets and 16 visas we are still averaging a fraction under $40/day ($39.,1,1.0
876, something beautiful happens.,1,1.0
877,"so beautiful) and having them write a story inspired by the archeypal events the music follows,",1,1.0
878, with what looks like a beautiful pool.,1,1.0
879," we were welcomed by a beautiful view,",1,1.0
880," It turns out that there is a path laid out to a small man-made pond and a single tree among the rocks,",1,0.0
881," The view from was amazing,",1,1.0
882, but remember how I said that honking was the only mode of vehicle communication in India?,0,0.0
883, you'd just start to nod off and the bus horn would stab you through one ear and out the other.,0,0.0
884, and were almost immmediately greeted by a crowd of locals and a sprinkling of foreign visitors like us.,1,1.0
885,Bangalore has a slight traffic problem.,0,0.0
886," The traffic is the worst I've experienced in India,",0,0.0
887, and the inevitable result of the chaos makes for some prodigious traffic jams.,0,0.0
888," Bangalore is a cacophony of noise and traffic,",0,0.0
889, At the end of the day my auto driver was driving me back to the guesthouse when we got stuck in a traffic jam .,0,0.0
890,"walk along the beach in the afternoon,",1,1.0
891, And there is a lot of fucking horn honking.,0,0.0
892, It is actually rather beautiful and breathtaking.,1,1.0
893, I was told they don't want the secret beauty of the palace advertised.,1,1.0
894,"We stop by Bangalore on our way to Hampi (only briefly - it is not a nice place - it's a big dusty noisy and unappealing city,",0,0.0
895, Hampi is very green surrounded with the rice fields on one side and desertic landscape and Ruins on the other.,0,0.0
896, we visited the Hanuman temple monkey on the top of the mountain accessible by a 570 steps climb.,1,1.0
897,On my first day in Bangalore I visited this beautiful statue of Lord Shiva.,1,1.0
898,people who wrote and post about this beautiful place.,1,1.0
899, with coconut palm trees everywhere.,1,1.0
900,""""" or """"and here you see Ganesh lifting an entire mountain over his head,",1,1.0
901," and you can see the hunter on the mountain and the farmer,",1,1.0
902, They didn't badger at all like some beggars or vendors may do.,1,1.0
903," In the northwest corner of the temple there was a sort of elevated patio that was crowded with men and women,",0,0.0
904, because that placed is jammed with tourists.,0,0.0
905, and there was some beautiful stained glass from Glasgow.,1,1.0
906, I didn't get my precious beauty sleep because of the hotel call and I was not really able to get back to sleep after that.,0,1.0
907, for they guys' peace of mind.,1,1.0
908, because it was peak traffic hours and a bus would a) take FOREVER and b) be ridiculously crowded.,0,1.0
909, and a couple hours of chaos but we finally got to wear our saris!,0,0.0
910, the office opened five minutes early and the crowd of foreigners waiting with me piled into the FRRO in an orderly fashion.,1,1.0
911, but things are barely held together by metaphysical tape and the chaos only shows through now and then.,0,0.0
912, Anyone who has traveled to India knows: the traffic there operates on completely different rules than it does in the states.,0,0.0
913," use your horn often to let people know where you are,",0,0.0
914, voicing frustrated complaints in tones of voices that would probably have someone intervening in America with calming comments.,0,0.0
915, It was very crowded and we could not enjoy the garden since it was already dark.,0,0.0
916, Finally I stopped the car in a crowded area and asked what he wants.,0,0.0
917," The zoo was pretty crowded but since it is a huge area,",0,1.0
918, the crowd did not make it uncomfortable.,0,1.0
919," We were expecting a huge factory where they cut big trees and make various things from Sandalwood,",0,1.0
920, and the car horn is a well developed but little understood language by foreigners.,0,1.0
921, You can see a distant view of a Dam built for irrigation purposes.,1,1.0
922, She owns a pretty big plot there and has planted a lot of trees and vegetables.,1,1.0
923, people are there to have some quite and relaxing time with the nature and nurture the trees and plants.,1,1.0
924, away from the crowd and pollution of cities like Bangalore?,0,1.0
925,During lunch time I noticed a crowd was moving near lunch area.,0,0.0
926, When I went near the crowd I saw the crowd was around Brahmarshi Patriji.,0,0.0
927, sometimes interpreting English speeches into Telugu and sometimes stimulating the crowd with humorous comments.,1,1.0
928,Meditating on the flute music was a beautiful experience.,1,1.0
929, When I saw a big crowd near toilets I decided to have breakfast first fearing that the food might finish if I make late.,0,0.0
930, I discovered a beautiful Shani temple.,1,1.0
931,There is a beautiful statue of lord Shiva in Tapasthali.,1,1.0
932, The views of the hills and the valley were beautiful.,1,1.0
933, Patriji also mesmerized the audience with his beautiful songs and speeches.,1,1.0
934, I was quite impressed to see such a big crowd coming from different parts of the country.,1,1.0
935,The road to Sangam is always fascinating with large number of mayflower trees on both sides of the way  as if ready to greet all the visitors.,1,1.0
936, I was really enjoying the scenic pleasures and was thinking about my next journey from Gonnikopal to Kutta which was around 36 kms.,1,1.0
937, I spent some time noticing the local crowd and their styles.,1,1.0
938," After spending a few gazing moments at the Coorgi beauties (as people may not know,",1,1.0
939,The drive from Gonnikoppal to Kutta was perhaps one of the most scenic bus journeys Ive ever had.,1,1.0
940," The entire journey seemed to be the same through estates and finally around 3:30pm the Green Beauty (Eventually,",1,1.0
941," Though Irpu was a small waterfall compared to the mightiest I have seen in India,",1,0.0
942," What a beautiful place it was and if you were there with your sweetheart,",1,1.0
943, As I could see some Jackfruit trees around showcasing some mighty ones hang.,1,1.0
944, When we came back the next day we discovered it's multiple beautiful rooftop terraces and - our favourite element - an indoor swing!,1,1.0
945," if slightly chaotic appearing,",0,0.0
946, I'm so impressed that Sagar can drive here - I think that's why he's such a calm guy in Toronto.,0,1.0
947, we took a walk around the beautiful grounds.,1,1.0
948," There were so many beautiful lush bushes,",1,1.0
949," There was a big waterfall that you could sit under,",1,1.0
950, will traffic be OK.,0,1.0
951, but that was enough) with some little hooligans over by a GIANT tree that we wanted to take a picture in.,1,0.0
952, no one is able to go very fast in the bad traffic so I feel like if we got hit we wouldnt get TOO hurt (my mom just had a heart attack when reading that).,0,0.0
953, but the crowd was waning and still nothing had happened.,0,0.0
954, but it was a fun atmosphere and the view was great.,1,1.0
955,You will see nice hills view when you are on the hills 5 kms before Muthathi.,1,1.0
956, The trees and environment will look like any hill station.,1,1.0
957, We could see the beautiful black granite stones on the river bed and walk over them.,1,1.0
958,"The cows and bull s in Muthathi are very beautiful having extremely long horns (more than 2 feet),",1,1.0
959,While in Muthathi we saw a crowd carrying some god on their shoulders for visharjan (dipping in water).,1,1.0
960, The god was sitting on a tiger and the crowd was screaming as Govinda.,1,0.0
961,The river Kavery in front of the temple is extremely beautiful (picture below).,1,1.0
962,- Hills view 2 kms after Bheemeshwari towards halagur.,1,1.0
963, The road climbs steep on the hills with hairpin bends and gives a beautiful view of the valley (picture below).,1,1.0
964,Muthathi like many other Kavery water spots look very calm and quiet.,1,1.0
965, At least traffic is way reduced at night time.,1,0.0
966, you are still not experiencing the level of chaos that was experienced that afternoon.,0,0.0
967," Sagar's family had purchased all of us beautiful Indian clothing for the wedding,",1,1.0
968," because it had long sleeves and here arms were COVERED in terrible mosquito bites from Dehli,",0,1.0
969, There was a traditional band playing in the corner and Sagar and Deepa were on a beautiful stage with flowers all around.,1,1.0
970, Everyone was dressed beautifully in outfits shimmering with every colour of the rainbow.,1,1.0
971, one of the largest Tibetan settlement in India and the beautiful monasteries around.,1,1.0
972,In next 10 minutes I was enjoying the beautiful and clean city streets of Mysore.,1,1.0
973, The road between Hunsuru to Kushalnagar took almost an hour and half and was so scenic that I was enjoying every bit of it.,1,1.0
974," I found a bit of a crowd here as being a public holiday,",0,1.0
975, A typical South Indian crowd who really got messed up this place with any other Hindu Temple and was trying a make a fuss here.,0,0.0
976,I love visiting monasteries mostly for the peaceful environment and tidiness which really a 'big miss' in any other Hindu Temple.,1,1.0
977,peace and harmony' which I may have longed for years.,1,1.0
978," The idea was to start our North Karnataka tour from Karwar with plans to enjoy about 2-3 hours of para-gliding and other beach activities at Deobagh Resort,",1,1.0
979, what is bad for ecology and pollution and noise creation and vehicle maintenance?,0,0.0
980, you could hardly see deep inside or get the apparently excellent view of mountain valley side.,1,1.0
981,"Angini mountain top,",1,1.0
982, Even the dining area offers a separate floor sitting area under the trees and lined with cushions where you can have old Indian style floor sitting lunch / dinner.,1,1.0
983, climb up this mountain is must as top offers a fantastic view of entire Hampi.,1,1.0
984, you are taken inside by battery operated vehicle (to avoid pollution damage to sites) run by ladies only (all employed under Rural Employment generation Scheme of governement).,1,0.0
985,Badami was first when independent structures were yet to come and temples were carved out in mountains (5th Century AD).,1,1.0
986, huge statues carved in the mountain side.,1,1.0
987, will clearly hear it though the distance in between is as big as a football field and is totally empty.,1,1.0
988," Unfortunately the crowd instead of whispering ,",0,0.0
989, The highway is totally congested with truck traffic and takes good enough more than 3 hours against our expectation of 2 hours.,0,1.0
990, We got there about an hour before sunrise and we sat on Om beach watching it go up before finding a place to stay.,1,1.0
991," but had to split the journey into 2 days due to significant traffic in Bangalore (yes,",0,1.0
992, Besides that I have been taking in the fantastic landscape that encases the ruined city; huge boldor-filled vistas over a beautiful river.,1,1.0
993," Got up at 5 this morning and did a hike out and up this (quite small) mountain to a temple at the top,",1,1.0
994, The morning part of the drive was filled with beautiful scenery surrounding a relatively flat road.,1,1.0
995," While the afternoon drive retained the beautiful scenery,",1,1.0
996," it also contained singificant mountain passes which while not be signifcant for a 4-wheeler,",1,1.0
997, a breathtaking view of the Malnad hills was visible from the room itself.,1,1.0
998,later we thanked him numerously for driving us to one of the most beautiful but still less explored waterfalls which was not planned earlier.,1,1.0
999, I really don't have words to describe the beauty of this place.,1,1.0
1000, As we had your 'soul' filled with the beauty of Hebbe that we could have continued for the rest of the day.,1,1.0
1001, But the beauty of Hebbe took us to 'sweeping feet' that we reamined much of 'silent pranks'.,1,1.0
1002,reached Bababudangiri and drove further to Manikyadhara view point.,1,1.0
1003, the breathtaking view of the Chikmagalur Valley from Manikyadhara view point was 'woth' a visit to this place.,1,1.0
1004,I was hearing a noise of a wild stream and was trying to judge the source of that noise.,1,1.0
1005,Hesitantly we started following that noise and after climbing further down about a mile the surprise was unfold.,1,0.0
1006, we had plans to experience one of the most scenic sunset amongst the Malnad Hills.,1,1.0
1007,drove all the way from Pune to this place to enjoy the beauty of Malnad hills.,1,1.0
1008, The pond is full of beautiful lotus.,1,1.0
1009, From near the temple you can have a good view of the hills and places around.,1,1.0
1010, You can have a nice view of the hills from this place.,1,1.0
1011, You can see beautiful rocks and nature around.,1,1.0
1012," tree of life,",1,1.0
1013, While going down to the water we came across a beautiful spot.,1,1.0
1014,There is one beautiful temple in front of the Hanuman statue  known as Sita Rama Bhakta Hanumanta Temple (picture below).,1,1.0
1015, more traffic and more cows.,0,0.0
1016, which offers a relatively peaceful oasis in the middle of the crazy and crowded old city.,1,1.0
1017, It manages to balance perfect simplicity with the most elaborate detail and is far more beautiful than I had imagined.,1,1.0
1018, it was a beautiful place to spend the afternoon.,1,1.0
1019," Climbing the 'Heaven Piercing Minaret',",1,1.0
1020, gave us a spectacular view over the city.,1,1.0
1021,We arrived in Delhi on the 25th of Feb after a pretty scenic flight from Kathmandu.,1,1.0
1022, The most beautiful building I have ever seen and so much bigger than you expect it to be.,1,1.0
1023, chaotic and unbelievably polluted.,0,0.0
1024,The last stop on our whirlwind tour of Rajasthan was Jaisalmer (getting there involved an incredibly hot crowded 6 hour bus journey with no toilet or food stops.,0,0.0
1025, We head off to Hampi tonight before making our way down to the beaches of Kerala.,1,1.0
1026,Mysore is a beautiful clean citylots of gardens.,1,1.0
1027," God of trees or rain,",1,1.0
1028,"The train from Goa to Hampi was so full of foreigners that the beggars who routinely come by must have thought they'd hit the jackpot  on second thought,",0,0.0
1029," I generally ignore beggars or try to politely and sympathetically tell them no,",0,0.0
1030,much to worry about there  the only thing that was slightly dismaying about the bike was the horn; it sounded like a pathetic whisper which is NOT what you want your horn to sound like in India on these roads.,0,0.0
1031, You want a horn that goes HEY MOVE OUTTA THE WAY I'M COMING YOU BETTER MOVE YOUR ASS OR ELSE I'LL RUN IT OVER!,0,0.0
1032," Our horn was like a little goat bleating um,",0,1.0
1033, I met the people that made the experience what it was and was shattered when I had to leave Delhi and the kids I was working with and the little peaceful enclaves I found there.,1,0.0
1034," you are one of the most stellar spirits I have ever met  thank you for your beautifully kind words as I was leaving,",1,1.0
1035, The building is supposed to have superb acoustics so we are going there early in the morning to avoid the crowds to check this out.,0,1.0
1036,Yes the Gol Gumbaz does have excellent acoustics I could hear the Russian tourists making silly noises from every direction at once.,1,1.0
1037,"A world heritage site and only a small crowd of visitors how refreshing,",1,0.0
1038, The down also has the lovely Agastyatirtha tank with the gorgeous Bhutanatha Temple jutting out from its shore but the real attraction here are the caves.,1,1.0
1039,temples and would have enjoyed these more if not for the large crowds swarming all over the place.,0,1.0
1040,Saturday dawned hot and cloudless (when is it anything else) so we headed out to the Royal Enclosure visiting major sites such as the Queens Bath and Zenana Enclosure and the beautiful Lotus Mahal.,1,1.0
1041, We ate a couple of ice creams to try and combat the heat before followed the beautiful Tungabadhra River back towards Hampi Bizarre.,0,1.0
1042,There is something very strange about beach destinations.,1,0.0
1043, hiking up and enjoying the view from the top.,1,1.0
1044,right next to the beach for 2000 rupees/night.,0,1.0
1045, We walked the kilometre from the beach to the bus stop and took the local bus to Udupi (Rupees 30 one way).,0,0.0
1046, We explored the place and took a short dip in the water as it was crowded in the weekend.,0,0.0
1047, The view of the island and coast from the topmost part of the island was enchanting.,1,1.0
1048," all the traffic takes place on the water,",0,0.0
1049," hiring houseboats (beautiful and luxurious boats,",1,1.0
1050, I have never seen mosquitoes this size.,0,0.0
1051," and the pile of dead mosquitoes around our seats was getting bigger and bigger,",0,0.0
1052, so quiet and so far away from any life.,0,0.0
1053,Following Diego's recommendation we took a tuk tuk to the Om beach (it got its name following the fact that the beach is in shape of the Indian sign for om).,1,1.0
1054," walking over Cudly beach and walking over yet another hill  about an hour's walk),",1,1.0
1055," as Om beach is full of free spirits and new age hippies,",1,1.0
1056, it wasn't weird to see people doing yoga on the beach early in the morning.,1,1.0
1057, he built a summer palace in beautifully carved timber (Daria Daulat Bagh) only two kilometres from the Gumbaz (tomb) where his body is interred.,1,1.0
1058, the views were great from the top.,1,1.0
1059," it was more intricately carved and the interior had bats and beautiful sculptures,",1,1.0
1060, they offered us a choice of rooms and we were upgraded to a club room with a view of the arabian sea.,1,1.0
1061, entry to the resort also came with snacks and we spent some time at the coffee shop overlooking the beach and viewed some of the rooms and then got into the water.,1,1.0
1062, we then left for someswara beach which was a rocky beach.,1,1.0
1063, we saw this beautiful sunset and returned to the hotel after a detour to see the docks.,1,1.0
1064," We definitely underestimated the curiosity and excitement of the Indian population when seeing us drive around in a rickshaw,",0,1.0
1065, Outside the airport it is (like everywhere) extremely loud due to the much traffic that wants to go to or away from the airport.,0,0.0
1066,""""" One riksha man was offering us to bring us to the beach for 10 Rupees.",0,0.0
1067, crazy traffic and left traffic.,0,0.0
1068, You dont disturb the animal with your noisy vehicle and can see more animals.,0,1.0
1069, It took around 1 hour to dodge the traffic and get out of the city.,0,0.0
1070, but got very disappointed by the crowd and the clouds.,0,0.0
1071,"I am taking you to a very scenic and dense canal,",1,1.0
1072, At some places the mangrove trees covered and created a thick shed above that you barely could see the sunlight.,1,1.0
1073, The first few blocks by the seafront contain some nice looking French colonial style buildings and the streets in this section are noticeably less chaotic and chocked with traffic than the blocks that follow behind (which are just like any Indian town i.,1,0.0
1074," it was still a beach and we were pleased to be by the coast again,",1,1.0
1075, especially as we had anticipated the beach in Mamallapuram would be an open human toilet rather than something usable.,1,1.0
1076," Im not a massive fan of complaining in restaurants and typically take the British view that its best to smile and pretend everything was great,",0,1.0
1077," I'm in a gorgeous little town,",0,1.0
1078, Had to be carfull not to leave anything unattended or the next thing you know theres a monkey up a tree wearing your Y fronts on his head.,1,1.0
1079," Its actually quite nice that you come to view things like a tuna sandwich (and a hot water shower) as a luxury,",1,1.0
1080, The experience was somewhat reminiscent to the initial culture (and noise) shock I received when arriving in Delhi.,0,0.0
1081, chaotic and did I mention really bloody noisy?,0,0.0
1082, it felt like an Oasis of calm in a town/country of craziness.,1,1.0
1083," it did however have pretty decent views over the city,",1,1.0
1084, rickshaws and cheap tat traders who were making an unholy amount of noise on the outskirts of the complex.,0,0.0
1085, first he tried to jam a huge bloody bag into the luggage rack which crushed everyone elses belongings and then he immediately laid his seat back.,0,0.0
1086,"Madurai is a surprisingly peaceful and a very clean city (compared to those in the North),",1,1.0
1087, the food was quite good but the mosquitoes where menacing.,0,1.0
1088," The traffic here is light,",1,1.0
1089,30pm the last hour in the mountains was extremely picturesque and I saw a different species of Langur monkey which was a bit of a surprise.,1,1.0
1090,"30pm we headed for the park where we were loaded on a noisy old bus and driven around for about thirty minutes and saw nothing,",0,0.0
1091, so we were finally out and met a huge and persistent crowd of tuk tuk drivers.,0,1.0
1092,"After experiencing the phenomenal views of the city from the fort,",1,1.0
1093, its not just the temples you will find the finest beaches here in Rameshwaram.,1,1.0
1094,1 day you can easily spend on the beach and 1 day visit temple.,1,1.0
1095, The train was late and traffic was bad because of Republic Day (Independence Day).,0,0.0
1096, Ignoring the dangers required complete faith in the driver plus a studied concentration on the beauty of the vistas.,1,1.0
1097, The views were stunning  folds of the earth clothed in greenery and swathed in what could have been translucent mist  but which was smoky pollution all the way to the top.,1,1.0
1098, The most thrilling view near the top was an almost vertical hillside draped with Flamboyants in bloom!,1,1.0
1099,") Once we started it was quite exciting  the views alternated cut-banks and deep,",1,1.0
1100, wide mountain vistas.,1,1.0
1101, We did walked around the temple and noticed many beautifully painted sculptures.,1,1.0
1102,Chennai itself was a crowded city with horns blazing its way through just like any other cities in India.,0,1.0
1103, We got a room that gave us a view of the bonfire that the hotel arranged for all the guests.,1,1.0
1104, There was sign at the entrance to the park telling drivers not to blow thier horns so as not to scare the animals.,1,1.0
1105, Horn blowing while driving is like some form of tourettes here and no amount of signs is going to change that.,0,1.0
1106, tea plantations and mist cloaked forest.,1,1.0
1107," the chorus diminished as the deep orange sun rose directly in my view east,",1,1.0
1108," we viewed carvings of the gods in what was called a cave,",1,1.0
1109," Also in this complex of temples were beautiful carvings of a relaxed lion,",1,1.0
1110," the crowds grew,",0,0.0
1111,"Gradually the view became more rural,",1,1.0
1112," letting the peace settle into me,",1,1.0
1113," We were allowed to view the special St Thomas cross,",1,1.0
1114, we walked around the pure white neo-Gothic church shining beautiful in the sun.,1,1.0
1115," We rushed through the traffic of cars,",0,0.0
1116, The beach wasnt as crowded as I expected.,1,1.0
1117," The pattern of weather was obviously from the northwest as most of the snow was on that side of the mountains in a scene of white and greeny-gray,",1,1.0
1118, punctuated by the many horns of the many cars meeting the many passengers.,0,0.0
1119," we walked through the chaos understood only by the Indians to our full-size bus,",0,0.0
1120, which drove into the fairly quiet streets of Chennai.,1,1.0
1121, It's pretty un-India in that there is less traffic and noise than usual and there are lots of old churches and Dutch and Portugese buildings instead of temples.,1,1.0
1122,"Most beautiful sunrise,",1,1.0
1123, she is still dreaming big about starting up a little farm and community for women where they can escape and live in peace away from abusive marriages.,1,1.0
1124," a reeeeeeeeeeally touristy beach resort that,",1,1.0
1125," a huge and gorgeous temple to the goddess Meenakshi and the god Shiva,",1,1.0
1126," mountains in the distance,",1,1.0
1127,The unbelievably intricate and gorgeous statues on the entranceway to the Madurai temple.,1,1.0
1128, so Vishnu got all dressed up like a beautiful woman and went to seduce Shiva.,1,1.0
1129,"So the trains are crowded but no less fun and intense,",0,1.0
1130, After the night at the beach in Goa I decided to make 100km again.,1,1.0
1131, And the more I was coming to the South the more noise was on the street.,0,0.0
1132, I was surprised to have no problems with mosquitos there but now I have to hurry up every evening to build up my tent to flee away from them.,0,1.0
1133, But in general it is very crowded along the coast in Kerala.,0,0.0
1134, My RoughGuide says it is the most denelky populated region in hole India.,0,0.0
1135, And then the horrible noise of the crazy honking of everybody.,0,0.0
1136, but the noise I cant get used to it.,0,0.0
1137, The mosquitos annoyed me muchso I couldnt sleep.,0,0.0
1138, I dont know if I had such steep mountains so far.,1,1.0
1139, the animals are running away by such a noisy boat going along the lake.,0,0.0
1140," not so crowded and you easily find sleeping places ?? In restaurants the food is served on palm leaves,",1,1.0
1141, seemed to be a famous beach by the locals.,1,1.0
